county_FIPS,state,county,per_capita_personal_income_2019,per_capita_personal_income_2020,per_capita_personal_income_2021,associate_degree_numbers_2016_2020,bachelor_degree_numbers_2016_2020,associate_degree_percentage_2016_2020,bachelor_degree_percentage_2015_2019
01101,AL,"Montgomery, AL",43593,47054,50337,43949,50835,29.15,33.72
33005,NH,"Cheshire, NH",53260,58093,64870,15257,18044,28.5,33.71
36021,NY,"Columbia, NY",57978,61949,65426,12790,15390,27.98,33.67
46099,SD,"Minnehaha, SD",62031,66044,69693,41852,42459,33.17,33.65
13085,GA,"Dawson, GA",48887,50904,53996,5098,6052,28.34,33.65
04019,AZ,"Pima, AZ",45996,50131,52942,237365,235332,33.92,33.63
26061,MI,"Houghton, MI",37044,40803,43809,6044,7098,28.62,33.61
15000,HI,"Hawaii, HI",43585,47068,50038,315028,334489,31.62,33.57
34009,NJ,"Cape May, NJ",63302,68326,72010,19406,23444,27.77,33.55
06037,CA,"Los Angeles, CA",63252,68541,74141,1788625,2317682,25.89,33.54
20103,KS,"Leavenworth, KS",44445,46742,49330,17116,18541,30.95,33.53
37025,NC,"Cabarrus, NC",46415,49592,53647,44505,47123,31.66,33.52
12085,FL,"Martin, FL",92323,95026,102273,40265,41655,32.37,33.49
36081,NY,"Queens, NY",48675,53838,58646,365079,549043,22.26,33.47
08111,CO,"San Juan, CO",49887,53827,58067,159,169,31.49,33.47
39035,OH,"Cuyahoga, OH",55170,58767,62790,256765,292702,29.35,33.45
55097,WI,"Portage, WI",47721,50872,53435,13153,15310,28.72,33.43
04013,AZ,"Maricopa, AZ",52032,56255,59759,962993,986590,32.62,33.42
36077,NY,"Otsego, NY",46240,50111,53431,11447,13363,28.59,33.37
47065,TN,"Hamilton, TN",54475,56545,60089,79086,85630,30.75,33.29
32029,NV,"Storey, NV",60420,69486,77775,1140,1016,37.32,33.26
13077,GA,"Coweta, GA",50529,53894,57721,29387,32708,29.88,33.26
55035,WI,"Eau Claire, WI",49605,52528,55693,23922,22006,36.16,33.26
05143,AR,"Washington, AR",41081,44261,47836,37096,47906,25.74,33.24
28073,MS,"Lamar, MS",41585,44325,47129,12566,13939,29.97,33.24
36111,NY,"Ulster, NY",53426,57057,60557,38102,43267,29.2,33.15
12011,FL,"Broward, FL",54387,57878,64453,403251,456701,29.25,33.12
56019,WY,"Johnson, WY",56585,58260,61294,2295,2057,36.95,33.12
46079,SD,"Lake, SD",57067,64650,69817,2619,2895,29.95,33.1
40109,OK,"Oklahoma, OK",56727,58984,63151,155746,171656,30.02,33.09
19017,IA,"Bremer, IA",50742,54062,57876,5338,5451,32.33,33.01
18173,IN,"Warrick, IN",59014,61250,64880,14092,14248,32.62,32.98
42093,PA,"Montour, PA",57124,60685,64548,2483,4370,18.74,32.98
48143,TX,"Erath, TX",42446,44773,46906,6949,8097,28.3,32.97
13029,GA,"Bryan, GA",49390,51580,54772,8183,7966,33.86,32.96
55131,WI,"Washington, WI",59788,62434,66103,31301,31578,32.66,32.94
29047,MO,"Clay, MO",49328,52450,56118,54304,54878,32.51,32.85
48263,TX,"Kent, TX",51451,50963,55725,167,157,34.94,32.85
30111,MT,"Yellowstone, MT",52992,56075,59415,35963,36078,32.72,32.83
53061,WA,"Snohomish, WA",58706,63477,68858,204574,185346,36.16,32.76
39153,OH,"Summit, OH",53540,57035,60771,112190,124963,29.41,32.76
37149,NC,"Polk, NC",51561,54775,59482,5311,5265,32.98,32.69
44003,RI,"Kent, RI",60103,63582,67906,37677,39787,30.95,32.68
48417,TX,"Shackelford, TX",96159,88578,93075,789,737,34.93,32.63
51133,VA,"Northumberland, VA",57424,60588,63005,2761,3178,28.34,32.61
48439,TX,"Tarrant, TX",52823,54554,58940,400427,435829,29.96,32.61
19163,IA,"Scott, IA",54281,57360,60349,37913,38311,32.26,32.6
13281,GA,"Towns, GA",40709,43802,45939,2729,2824,31.48,32.58
47149,TN,"Rutherford, TN",43273,45604,49411,65484,66663,32,32.57
08093,CO,"Park, CO",49865,53092,57127,5636,4770,38.47,32.56
30001,MT,"Beaverhead, MT",48960,53114,54430,2089,2102,32.32,32.52
12103,FL,"Pinellas, FL",57635,60996,65936,239366,243730,31.91,32.49
48113,TX,"Dallas, TX",64488,66125,72218,426936,547897,25.31,32.48
20083,KS,"Hodgeman, KS",55828,65216,67659,487,430,36.78,32.48
26019,MI,"Benzie, MI",47113,52273,54684,4301,4345,32.14,32.47
13145,GA,"Harris, GA",50679,52889,56595,8640,7921,35.35,32.41
17037,IL,"DeKalb, IL",43643,47312,51571,21240,20009,34.37,32.38
17109,IL,"McDonough, IL",40509,44477,48261,5820,5879,32.06,32.38
26029,MI,"Charlevoix, MI",53854,59153,62505,6473,6274,33.4,32.37
47157,TN,"Shelby, TN",51067,54427,59212,180828,199289,29.37,32.37
02090,AK,"Fairbanks North Star Borough, AK",59011,61856,65314,23482,19954,38.04,32.33
18081,IN,"Johnson, IN",50351,53112,56808,29702,33695,28.49,32.32
42043,PA,"Dauphin, PA",52037,55487,58741,50472,62152,26.23,32.3
47179,TN,"Washington, TN",45144,48475,52089,24713,28719,27.79,32.29
35055,NM,"Taos, NM",37469,41670,44709,8344,7986,33.73,32.28
48201,TX,"Harris, TX",60566,61643,65869,801530,966592,26.75,32.26
36113,NY,"Warren, NY",53919,59267,62392,14570,15496,30.33,32.26
34007,NJ,"Camden, NJ",53811,57483,61642,94505,112738,27.04,32.25
21227,KY,"Warren, KY",38686,41516,43812,23343,25693,29.28,32.23
19059,IA,"Dickinson, IA",61429,63560,69628,4799,4138,37.37,32.22
50021,VT,"Rutland, VT",52313,56160,57831,11929,13747,27.93,32.19
21015,KY,"Boone, KY",50245,53445,56759,28173,28004,32.39,32.19
23031,ME,"York, ME",54335,58085,62355,48853,49042,32.05,32.18
12091,FL,"Okaloosa, FL",51512,54934,59384,50315,45878,35.29,32.17
18097,IN,"Marion, IN",55588,60608,65625,170615,202829,27.04,32.15
48167,TX,"Galveston, TX",55995,57087,60071,74625,72911,32.87,32.12
29095,MO,"Jackson, MO",46644,49915,53112,148273,153485,31.03,32.12
31177,NE,"Washington, NE",58221,61147,65143,4683,4491,33.48,32.11
21151,KY,"Madison, KY",36997,40275,42808,16652,18157,29.45,32.11
26037,MI,"Clinton, MI",48051,51861,54719,19773,17498,36.27,32.1
37147,NC,"Pitt, NC",45951,49350,53200,36044,35349,32.72,32.09
05045,AR,"Faulkner, AR",40546,43322,45841,22678,24822,29.32,32.09
36093,NY,"Schenectady, NY",53917,58435,62484,32689,34501,30.4,32.08
51127,VA,"New Kent, VA",82110,85427,90086,5068,5276,30.8,32.07
06051,CA,"Mono, CA",55369,61649,64164,3416,3208,34.15,32.07
55007,WI,"Bayfield, WI",48197,50826,53902,4117,3716,35.53,32.07
30067,MT,"Park, MT",51909,55812,59558,4506,4079,35.42,32.06
24037,MD,"St. Mary's, MD",58853,61874,65762,20907,24107,27.79,32.05
40143,OK,"Tulsa, OK",63538,62889,66535,137930,137325,32.17,32.03
12119,FL,"Sumter, FL",59209,60900,64282,34667,37389,29.7,32.03
20079,KS,"Harvey, KS",44381,47580,49642,8147,7262,35.93,32.03
30029,MT,"Flathead, MT",51462,55764,58964,24668,23242,33.96,32
48303,TX,"Lubbock, TX",45696,47931,50881,54977,58517,30.06,32
21035,KY,"Calloway, KY",38546,42036,44116,6768,7823,27.67,31.98
08045,CO,"Garfield, CO",59183,62296,67123,12260,12675,30.9,31.95
50017,VT,"Orange, VT",49622,53314,55573,5580,6804,26.2,31.95
01003,AL,"Baldwin, AL",48380,51348,54659,48832,49636,31.39,31.91
31179,NE,"Wayne, NE",43613,48187,51852,1868,1724,34.57,31.91
41039,OR,"Lane, OR",46752,51272,55146,97867,83147,37.53,31.89
29031,MO,"Cape Girardeau, MO",43856,46449,48732,14307,16170,28.2,31.87
32005,NV,"Douglas, NV",77239,81033,87214,14569,12000,38.67,31.85
42095,PA,"Northampton, PA",56142,59080,63256,53979,68024,25.27,31.84
39009,OH,"Athens, OH",35910,38491,40663,9758,11848,26.2,31.81
18059,IN,"Hancock, IN",51936,54658,58095,15966,16845,30.14,31.8
46013,SD,"Brown, SD",56126,63550,66044,8232,8166,31.96,31.71
33001,NH,"Belknap, NH",64287,67965,71958,14896,14456,32.66,31.7
46103,SD,"Pennington, SD",56872,61312,64035,25407,24479,32.89,31.69
32031,NV,"Washoe, NV",62117,65674,71436,108127,102156,33.52,31.66
53063,WA,"Spokane, WA",46117,49634,53770,139335,111358,39.57,31.62
54037,WV,"Jefferson, WV",53184,55879,59214,11162,12506,28.21,31.61
53005,WA,"Benton, WA",48522,51895,54958,46724,41189,35.83,31.59
54069,WV,"Ohio, WV",59962,57177,61486,7847,9307,26.62,31.58
23027,ME,"Waldo, ME",44788,48538,51757,8681,9305,29.44,31.56
37089,NC,"Henderson, NC",46609,48613,52634,29607,27352,34.13,31.53
30009,MT,"Carbon, MT",55564,58553,59715,2685,2588,32.69,31.51
29077,MO,"Greene, MO",45900,48134,51220,63165,60184,33.05,31.49
06067,CA,"Sacramento, CA",53005,57991,61829,358539,328051,34.37,31.45
13187,GA,"Lumpkin, GA",39977,42280,44843,5517,6558,26.43,31.42
20173,KS,"Sedgwick, KS",53263,55122,57713,107441,105229,32.06,31.4
19061,IA,"Dubuque, IA",50370,53684,56782,19035,20455,29.2,31.37
08057,CO,"Jackson, CO",54569,58270,62823,387,339,35.8,31.36
30047,MT,"Lake, MT",40510,44565,46387,7454,6583,35.51,31.36
34029,NJ,"Ocean, NJ",53315,56831,60823,113965,129422,27.61,31.35
53011,WA,"Clark, WA",55543,58629,63427,122035,102707,37.24,31.34
55079,WI,"Milwaukee, WI",48239,51567,55927,179017,197643,28.38,31.34
20177,KS,"Shawnee, KS",47495,51008,54066,35807,37806,29.68,31.34
19181,IA,"Warren, IA",52136,54617,57847,11109,10523,33.05,31.31
27169,MN,"Winona, MN",49315,53431,56240,11179,9868,35.41,31.26
39017,OH,"Butler, OH",49578,52403,55636,67396,76699,27.47,31.26
42101,PA,"Philadelphia, PA",54010,56685,60869,245826,338030,22.71,31.23
29001,MO,"Adair, MO",33223,35904,37898,3403,4280,24.82,31.22
20121,KS,"Miami, KS",50184,53526,56719,7441,7161,32.38,31.16
01125,AL,"Tuscaloosa, AL",37898,40463,43439,38545,40782,29.44,31.15
17143,IL,"Peoria, IL",50204,54337,57439,39637,37935,32.49,31.1
48039,TX,"Brazoria, TX",51117,53365,56360,78848,74895,32.73,31.09
30039,MT,"Granite, MT",46221,49622,51995,813,775,32.6,31.07
27171,MN,"Wright, MN",52363,55217,58756,30272,27402,34.3,31.05
13153,GA,"Houston, GA",43165,45536,48929,35411,31578,34.75,30.99
18141,IN,"St. Joseph, IN",47847,50612,56122,51108,54863,28.86,30.98
35043,NM,"Sandoval, NM",44713,47989,51807,34601,30989,34.58,30.97
48381,TX,"Randall, TX",50321,53165,56381,33982,27792,37.82,30.93
12009,FL,"Brevard, FL",48725,51769,55477,153095,136909,34.57,30.91
06023,CA,"Humboldt, CA",46285,50693,53607,34197,28770,36.72,30.9
16019,ID,"Bonneville, ID",50865,55037,58430,25783,21956,36.28,30.89
51125,VA,"Nelson, VA",54067,58929,63085,2026,3431,18.24,30.88
51019,VA,"Bedford, VA",48174,51062,53861,17720,17699,30.89,30.85
42077,PA,"Lehigh, PA",54791,58227,62537,65169,77269,26,30.83
19125,IA,"Marion, IA",50249,53316,56989,6748,6784,30.63,30.79
36071,NY,"Orange, NY",51803,55348,58883,74591,75297,30.5,30.78
45063,SC,"Lexington, SC",49874,51900,55304,64086,62880,31.35,30.76
21073,KY,"Franklin, KY",43203,46755,49985,10679,10975,29.91,30.74
31159,NE,"Seward, NE",51016,55580,58829,3886,3342,35.7,30.71
51091,VA,"Highland, VA",43656,45690,50196,402,520,23.73,30.7
12031,FL,"Duval, FL",47097,50307,54354,203406,199548,31.28,30.69
50005,VT,"Caledonia, VT",43758,48202,50533,5892,6612,27.33,30.67
29043,MO,"Christian, MO",42877,45374,48509,19721,18058,33.5,30.67
49019,UT,"Grand, UT",58920,63115,69832,2576,2188,36.09,30.66
42125,PA,"Washington, PA",57447,61945,65452,38083,45776,25.5,30.65
12086,FL,"Miami-Dade, FL",56137,57713,64849,470553,590305,24.43,30.65
56033,WY,"Sheridan, WY",59932,61749,64449,7978,6597,37.06,30.65
12061,FL,"Indian River, FL",86856,89294,95109,37244,37154,30.68,30.61
51145,VA,"Powhatan, VA",61060,63724,67031,6303,6680,28.85,30.58
13133,GA,"Greene, GA",62615,63335,67417,3393,4047,25.6,30.54
41053,OR,"Polk, OR",43012,45835,49781,20138,16616,36.98,30.51
12089,FL,"Nassau, FL",63408,66227,70010,18291,19362,28.79,30.48
53039,WA,"Klickitat, WA",49847,53026,55602,5361,5014,32.58,30.47
38003,ND,"Barnes, ND",55652,63045,66463,2553,2286,33.99,30.44
20015,KS,"Butler, KS",47729,49703,51643,15152,13406,34.41,30.44
20025,KS,"Clark, KS",53878,58136,59045,568,436,39.64,30.43
27003,MN,"Anoka, MN",52820,56014,59397,86720,73391,35.87,30.36
21209,KY,"Scott, KY",46155,49207,52325,12010,11131,32.76,30.36
46127,SD,"Union, SD",118994,125786,134811,3727,3275,34.52,30.33
55009,WI,"Brown, WI",53415,56305,59279,56771,53394,32.25,30.33
16085,ID,"Valley, ID",51861,55295,57895,3176,2631,36.61,30.33
44007,RI,"Providence, RI",48251,52324,56429,110729,132548,25.33,30.32
48159,TX,"Franklin, TX",44331,47316,51926,2620,2247,35.31,30.29
42129,PA,"Westmoreland, PA",52476,56620,59874,74617,78765,28.68,30.27
28121,MS,"Rankin, MS",45496,48595,51235,36010,32251,33.78,30.25
56021,WY,"Laramie, WY",53181,54959,58646,25970,20426,38.42,30.22
28049,MS,"Hinds, MS",40535,44415,47413,52156,46135,34.16,30.21
12081,FL,"Manatee, FL",53269,55550,59152,86820,89374,29.33,30.2
38097,ND,"Traill, ND",54988,64735,65364,2043,1652,37.28,30.15
27137,MN,"St. Louis, MN",48188,51537,55303,52387,41142,38.39,30.15
18043,IN,"Floyd, IN",55680,58165,62578,16417,16206,30.53,30.13
37115,NC,"Madison, NC",37206,39775,43064,4142,4694,26.55,30.08
12131,FL,"Walton, FL",72175,74926,78714,15883,15693,30.4,30.04
55087,WI,"Outagamie, WI",52828,55492,58622,42071,38120,33.13,30.02
24017,MD,"Charles, MD",56518,60334,63939,35321,32618,32.48,29.99
51079,VA,"Greene, VA",45027,47440,51152,3856,4106,28.15,29.97
27007,MN,"Beltrami, MN",43165,47241,50833,9959,8628,34.55,29.93
48243,TX,"Jeff Davis, TX",49532,53670,59302,588,497,35.4,29.92
29161,MO,"Phelps, MO",39464,42213,44205,8245,8329,29.61,29.92
55015,WI,"Calumet, WI",51380,54031,57182,11415,10308,33.11,29.9
55093,WI,"Pierce, WI",48704,51123,54429,9128,7977,34.19,29.88
39133,OH,"Portage, OH",46092,49221,51995,27230,31680,25.67,29.87
27149,MN,"Stevens, MN",47917,56612,58335,1934,1755,32.87,29.83
36031,NY,"Essex, NY",47408,51020,54109,8271,8574,28.78,29.83
17147,IL,"Piatt, IL",52688,57821,63905,3559,3453,30.74,29.82
24047,MD,"Worcester, MD",57078,60440,63811,12522,11804,31.61,29.8
02150,AK,"Kodiak Island Borough, AK",63483,67027,69546,2906,2652,32.64,29.79
19191,IA,"Winneshiek, IA",50096,54556,58872,4229,3942,31.95,29.78
45043,SC,"Georgetown, SC",50433,53677,57656,15021,13814,32.31,29.72
37097,NC,"Iredell, NC",53430,56830,60791,40843,36698,33.06,29.71
49025,UT,"Kane, UT",42444,46840,49842,2066,1663,36.89,29.7
31149,NE,"Rock, NE",64946,76670,80527,357,295,35.92,29.68
13127,GA,"Glynn, GA",48693,52149,55351,19148,17734,32.05,29.68
16037,ID,"Custer, ID",43419,47771,48619,1105,918,35.73,29.68
55033,WI,"Dunn, WI",41558,44970,47673,8715,8175,31.64,29.68
01109,AL,"Pike, AL",37580,40730,44659,4701,5721,24.34,29.63
33019,NH,"Sullivan, NH",55373,59379,63225,8038,9550,24.93,29.62
26009,MI,"Antrim, MI",49163,53579,55759,5719,5191,32.58,29.57
26073,MI,"Isabella, MI",39018,43582,45657,11972,11551,30.62,29.55
34031,NJ,"Passaic, NJ",50421,54514,59559,70978,98692,21.24,29.53
20151,KS,"Pratt, KS",48718,53421,58092,2258,1782,37.37,29.49
20037,KS,"Crawford, KS",39049,42668,45046,7695,6942,32.68,29.49
55127,WI,"Walworth, WI",51483,54477,58208,21709,20293,31.53,29.48
37019,NC,"Brunswick, NC",50004,52706,55361,36485,32133,33.47,29.47
29101,MO,"Johnson, MO",37599,40141,46526,10479,9339,33.07,29.47
19167,IA,"Sioux, IA",52420,54716,57558,6890,6130,33.11,29.45
40151,OK,"Woods, OK",44862,46245,50198,1606,1627,29.06,29.44
20199,KS,"Wallace, KS",51437,59431,61727,368,322,33.64,29.43
47125,TN,"Montgomery, TN",42647,45493,48104,46793,37475,36.74,29.42
31025,NE,"Cass, NE",53565,56967,60920,6510,5255,36.4,29.38
10005,DE,"Sussex, DE",55124,56669,59472,49971,50901,28.84,29.38
31071,NE,"Garfield, NE",46130,54226,54771,579,442,38.45,29.35
18013,IN,"Brown, IN",48886,51632,55345,3563,3374,30.99,29.34
23011,ME,"Kennebec, ME",46421,50530,53658,26981,25904,30.55,29.33
19000,IA,"Iowa, IA",53104,56741,62485,681977,617115,32.4,29.32
48221,TX,"Hood, TX",55491,57625,60912,13990,12709,32.21,29.26
40083,OK,"Logan, OK",44296,45694,48559,9790,9198,31.14,29.26
46075,SD,"Jones, SD",55122,57309,86307,164,186,25.79,29.25
21113,KY,"Jessamine, KY",48173,51543,55040,9952,10336,28.12,29.2
19013,IA,"Black Hawk, IA",45649,48983,51911,27401,24462,32.71,29.2
49053,UT,"Washington, UT",42732,45178,47162,47254,32727,42.15,29.19
25005,MA,"Bristol, MA",55047,61116,64924,105772,115519,26.71,29.18
26045,MI,"Eaton, MI",43887,47981,50743,29894,22547,38.66,29.16
08083,CO,"Montezuma, CO",44060,46887,50960,5715,5454,30.55,29.15
31073,NE,"Gosper, NE",52047,60103,67627,581,458,36.96,29.13
51115,VA,"Mathews, VA",59904,62724,66906,2383,1982,34.94,29.06
38101,ND,"Ward, ND",55233,57047,59893,15004,12626,34.52,29.05
30015,MT,"Chouteau, MT",39136,44873,39287,1119,1154,28.16,29.04
17163,IL,"St. Clair, IL",46492,50387,54185,62107,51740,34.85,29.03
39045,OH,"Fairfield, OH",48415,52052,55185,33204,30706,31.35,28.99
55139,WI,"Winnebago, WI",49145,51751,55202,36392,33506,31.48,28.98
37141,NC,"Pender, NC",42899,45375,48665,14059,12616,32.28,28.97
18003,IN,"Allen, IN",47398,50640,54681,79271,70881,32.35,28.93
39025,OH,"Clermont, OH",57898,61442,64895,41113,41092,28.88,28.87
48425,TX,"Somervell, TX",48387,50951,54826,1776,1813,28.28,28.87
49021,UT,"Iron, UT",33840,36533,38834,12374,8627,41.41,28.87
53009,WA,"Clallam, WA",48024,51690,54894,21916,16985,37.22,28.84
20113,KS,"McPherson, KS",52871,55947,57951,6898,5615,35.42,28.83
40147,OK,"Washington, OK",58893,73262,78103,9865,10202,27.87,28.82
41029,OR,"Jackson, OR",47774,52410,56842,57213,45301,36.4,28.82
40123,OK,"Pontotoc, OK",45338,48300,51619,7095,7164,28.54,28.82
36007,NY,"Broome, NY",43732,47712,50657,38828,36742,30.44,28.8
34001,NJ,"Atlantic, NJ",50196,55273,58310,49445,53098,26.8,28.78
56035,WY,"Sublette, WY",61618,62780,65620,2433,1944,35.95,28.72
42049,PA,"Erie, PA",45883,49969,52747,46874,53806,25.01,28.71
29089,MO,"Howard, MO",40891,44142,46854,1608,1880,24.55,28.7
42069,PA,"Lackawanna, PA",47435,51419,54380,38768,42675,26.06,28.69
16000,ID,"Idaho, ID",35784,39404,41484,411091,328347,35.89,28.67
18127,IN,"Porter, IN",54443,56975,61250,35724,33501,30.55,28.64
53071,WA,"Walla Walla, WA",46483,50520,53845,15416,11460,38.49,28.62
47165,TN,"Sumner, TN",52015,54570,59105,40548,36951,31.39,28.61
46049,SD,"Faulk, SD",58078,68854,80152,609,485,35.89,28.58
23019,ME,"Penobscot, ME",43086,47574,50480,33437,30954,30.87,28.58
42071,PA,"Lancaster, PA",54061,58214,61547,81681,104762,22.26,28.55
46117,SD,"Stanley, SD",66010,66966,78300,689,645,30.49,28.54
37031,NC,"Carteret, NC",53601,57329,60741,20144,15036,38.23,28.54
15007,HI,"Kauai, HI",50670,53608,56103,16978,14701,32.96,28.54
45057,SC,"Lancaster, SC",53991,51986,55033,20699,19542,30.22,28.53
27131,MN,"Rice, MN",45230,48412,51545,13287,12079,31.35,28.5
12071,FL,"Lee, FL",56549,59300,62885,169176,162712,29.61,28.48
48029,TX,"Bexar, TX",47081,48348,51780,391721,361504,30.85,28.47
37099,NC,"Jackson, NC",36736,39950,43362,8822,7968,31.48,28.43
16015,ID,"Boise, ID",47045,50581,53198,2136,1706,35.56,28.4
30081,MT,"Ravalli, MT",50072,53310,56321,11050,9233,33.98,28.39
13241,GA,"Rabun, GA",43631,47292,50488,3551,3693,27.3,28.39
27057,MN,"Hubbard, MN",50828,53768,57111,5591,4419,35.91,28.38
40017,OK,"Canadian, OK",46536,47987,50309,31953,27262,33.26,28.38
39113,OH,"Montgomery, OH",48011,51883,54822,125750,103483,34.42,28.33
39085,OH,"Lake, OH",52503,55688,58960,54463,46967,32.84,28.32
06007,CA,"Butte, CA",46174,51402,54694,56717,41383,38.81,28.32
01001,AL,"Autauga, AL",42846,45248,48347,10986,10721,29.02,28.32
46021,SD,"Campbell, SD",46144,67948,79723,334,313,30.17,28.27
38091,ND,"Steele, ND",64659,87451,86280,566,365,43.81,28.25
30103,MT,"Treasure, MT",51812,56527,49706,158,146,30.56,28.24
45035,SC,"Dorchester, SC",41157,43321,46857,37723,30700,34.66,28.21
20115,KS,"Marion, KS",42134,46843,49005,2757,2304,33.74,28.2
20157,KS,"Republic, KS",42880,47678,49342,1230,941,36.85,28.19
48265,TX,"Kerr, TX",54721,57402,61401,12467,10687,32.88,28.18
48031,TX,"Blanco, TX",60511,63932,66088,3205,2511,35.93,28.15
13097,GA,"Douglas, GA",37339,41066,44779,27906,26445,29.7,28.14
48477,TX,"Washington, TX",55865,59063,61295,6706,6626,28.43,28.09
31057,NE,"Dundy, NE",71482,85446,93788,472,368,36,28.07
19157,IA,"Poweshiek, IA",45330,49442,53996,3259,3364,27.18,28.06
13151,GA,"Henry, GA",39910,43389,46961,48358,41851,32.42,28.06
31127,NE,"Nemaha, NE",48317,51393,56823,1514,1283,33.09,28.04
51093,VA,"Isle of Wight, VA",55640,58819,63005,8300,7470,31.14,28.03
48187,TX,"Guadalupe, TX",47156,49296,52190,32483,30204,30.13,28.02
24045,MD,"Wicomico, MD",40580,43648,46893,17351,18258,26.61,28
27075,MN,"Lake, MN",47886,50311,53868,2924,2253,36.33,27.99
21211,KY,"Shelby, KY",48177,51798,55471,10033,9243,30.36,27.97
48065,TX,"Carson, TX",48921,47782,56357,1500,1150,36.41,27.91
38069,ND,"Pierce, ND",48230,56319,66733,1011,817,34.52,27.89
20185,KS,"Stafford, KS",46008,49991,52643,1046,789,36.97,27.89
37087,NC,"Haywood, NC",42758,45709,49639,16024,12970,34.38,27.83
27145,MN,"Stearns, MN",48925,53151,56711,35579,27579,35.88,27.81
45003,SC,"Aiken, SC",45459,48208,51057,35255,33248,29.46,27.78
55059,WI,"Kenosha, WI",49153,52452,57085,37818,31698,33.12,27.76
17119,IL,"Madison, IL",48409,51846,55538,66862,51420,36.09,27.76
55125,WI,"Vilas, WI",53083,53617,56041,6155,4789,35.66,27.75
29169,MO,"Pulaski, MO",41300,43973,44759,10792,8157,36.71,27.75
41041,OR,"Lincoln, OR",45542,48876,52482,15117,10577,39.63,27.73
30017,MT,"Custer, MT",45133,48672,50535,3059,2287,37.09,27.73
28035,MS,"Forrest, MS",36994,40216,42853,16345,13000,34.85,27.72
38021,ND,"Dickey, ND",61984,68779,73312,1247,907,38.09,27.7
31155,NE,"Saunders, NE",53994,57644,61840,5346,4049,36.57,27.69
53053,WA,"Pierce, WA",52389,56467,61580,226386,166650,37.61,27.69
02100,AK,"Haines Borough, AK",86528,81888,88152,600,460,36.08,27.66
20027,KS,"Clay, KS",43108,47886,50592,1741,1576,30.52,27.63
05125,AR,"Saline, AR",43696,46269,49031,27474,23224,32.69,27.63
13031,GA,"Bulloch, GA",33054,35618,37901,13990,12092,31.95,27.61
30079,MT,"Prairie, MT",47082,54058,49204,275,236,32.16,27.6
08123,CO,"Weld, CO",50117,52354,56553,66553,56295,32.62,27.59
39063,OH,"Hancock, OH",51102,55871,58966,15366,14376,29.48,27.58
39089,OH,"Licking, OH",47531,51377,54525,36634,32787,30.79,27.56
26021,MI,"Berrien, MI",49735,54303,59656,37108,29707,34.42,27.55
30093,MT,"Silver Bow, MT",48451,51180,54704,7483,6573,31.36,27.54
36051,NY,"Livingston, NY",46803,49549,52209,13564,11718,31.87,27.53
