id,종류,제목,감독,배우,국가,등록날짜,발매연도,심의등급,상영시간,장르
s93,TV쇼,Into the Night,,Pauline Etienne/ Laurent Capelluto/ Stefano Cassetti/ Mehmet Kurtuluş/ Babetida Sadjo/ Jan Bijvoet/ Ksawery Szlenkier/ Vincent Londez/ Regina Bikkinina/ Alba Gaïa Kraghede Bellugi/ Nabil Mallat,벨기에,2021-09-08,2021.0,TV-MA,2 Seasons,International TV Shows/ TV Dramas/ TV Mysteries
s94,영화,JJ+E,Alexis Almström,Elsa Öhrn/ Mustapha Aarab/ Jonay Pineda Skallak/ Magnus Krepper/ Loreen/ Albin Grenholm/ Simon Mezher/ Elsa Bergström Terent/ Josef Kadim/ Yohannes Frezgi,,2021-09-08,2021.0,TV-MA,91 min,Dramas/ International Movies/ Romantic Movies
s95,영화,Show Dogs,Raja Gosnell,Will Arnett/ Ludacris/ Natasha Lyonne/ Stanley Tucci/ Jordin Sparks/ Gabriel Iglesias/ Shaquille O'Neal/ Omar Chaparro/ Alan Cumming/ Andy Beckwith/ Delia Sheppard/ Kerry Shale,영국/미국,2021-09-08,2018.0,PG,90 min,Children & Family Movies/ Comedies
s96,TV쇼,The Circle,,Michelle Buteau,미국/영국,2021-09-08,2021.0,TV-MA,3 Seasons,Reality TV
s97,영화,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,Ronnie Van Zandt/ Gary Rossington/ Allen Collins/ Leon Wilkeson/ Bob Burns/ Billy Powell/ Ed King/ Artimus Pyle/ Steve Gaines/ Johnny Van Zant,미국,2021-09-07,2018.0,TV-MA,97 min,Documentaries/ Music & Musicals
s98,TV쇼,Kid Cosmic,,Jack Fisher/ Tom Kenny/ Amanda C. Miller/ Kim Yarbrough/ Keith Ferguson/ Grey Griffin/ Lily Rose Silver,미국,2021-09-07,2021.0,TV-Y7,2 Seasons,Kids' TV/ TV Comedies/ TV Sci-Fi & Fantasy
s99,TV쇼,Octonauts: Above & Beyond,,Antonio Aakeel/ Chipo Chung/ Simon Foster/ Teresa Gallagher/ Simon Greenall/ Kate Harbour/ Paul Panting/ Rob Rackstraw/ William Vanderpuye/ Helen Walsh/ Keith Wickham/ Andres Williams/ Jo Wyatt,영국,2021-09-07,2021.0,TV-Y,1 Season,British TV Shows/ Kids' TV
s100,TV쇼,On the Verge,,Julie Delpy/ Elisabeth Shue/ Sarah Jones/ Alexia Landeau/ Mathieu Demy/ Troy Garity/ Timm Sharp/ Giovanni Ribisi,프랑스/미국,2021-09-07,2021.0,TV-MA,1 Season,TV Comedies/ TV Dramas
s101,TV쇼,Tobot Galaxy Detectives,,Austin Abell/ Travis Turner/ Cole Howard/ Anna Cummer/ Jesse Inocalla/ Brian Dobson/ Michael Adamthwaite/ Joseph Girgis/ Caitlyn Bairstow,,2021-09-07,2019.0,TV-Y7,2 Seasons,Kids' TV
s102,영화,Untold: Breaking Point,Chapman Way/ Maclain Way,,미국,2021-09-07,2021.0,TV-MA,80 min,Documentaries/ Sports Movies
s103,TV쇼,Countdown: Inspiration4 Mission to Space,Jason Hehir,,,2021-09-06,2021.0,TV-14,1 Season,Docuseries/ Science & Nature TV
s104,영화,Shadow Parties,Yemi Amodu,Jide Kosoko/ Omotola Jalade-Ekeinde/ Yemi Blaq/ Sola Sobowale/ Ken Erics/ Toyin Aimakhu/ Segun Arinze/ Jibola Dabo/ Rotimi Salami/ Pa Jimi Solanke/ Rachael Okonkwo/ Bassey Okon/ Lucien Morgan/ Magdalena Korpas,,2021-09-06,2020.0,TV-MA,117 min,Dramas/ International Movies/ Thrillers
s105,TV쇼,Tayo the Little Bus,,Robyn Slade/ Kami Desilets,대한민국,2021-09-06,2016.0,TV-Y,2 Seasons,Kids' TV/ Korean TV Shows
s106,영화,Angamaly Diaries,Lijo Jose Pellissery,Antony Varghese/ Reshma Rajan/ Binny Rinky Benjamin/ Vineeth Vishwam/ Kichu Tellus/ Sreekanth Dasan/ Sarath Kumar/ Tito Wilson/ Anandhu/ Bitto Davis/ Sinoj Varghese,인도,2021-09-05,2017.0,TV-14,128 min,Action & Adventure/ Comedies/ Dramas
s107,TV쇼,Bunk'd,,Peyton List/ Karan Brar/ Skai Jackson/ Miranda May/ Kevin G. Quinn/ Nathan Arenas/ Nina Lu,미국,2021-09-05,2021.0,TV-G,5 Seasons,Kids' TV/ TV Comedies
s108,영화,A Champion Heart,David de Vos,Mandy Grace/ David de Vos/ Donna Rusch/ Devan Key/ Isabella Mancuso/ Ariana Guido,미국,2021-09-04,2018.0,G,90 min,Children & Family Movies/ Dramas
s109,TV쇼,Dive Club,,Aubri Ibrag/ Sana'a Shaik/ Miah Madden/ Mercy Cornwall/ Georgia-May Davis/ Ryan Harrison/ Josh Heuston/ Alexander Grant,호주,2021-09-03,2021.0,TV-G,1 Season,Kids' TV/ TV Dramas/ Teen TV Shows
s110,TV쇼,La casa de papel,,Úrsula Corberó/ Itziar Ituño/ Álvaro Morte/ Paco Tous/ Enrique Arce/ Pedro Alonso/ María Pedraza/ Alba Flores/ Miguel Herrán/ Jaime Lorente/ Esther Acebo/ Darko Peric/ Kiti Mánver,스페인,2021-09-03,2021.0,TV-MA,5 Seasons,Crime TV Shows/ International TV Shows/ Spanish-Language TV Shows
s111,TV쇼,Money Heist: From Tokyo to Berlin,Luis Alfaro/ Javier Gómez Santander,,,2021-09-03,2021.0,TV-MA,1 Season,Docuseries/ International TV Shows/ Spanish-Language TV Shows
s112,TV쇼,Sharkdog,,Liam Mitchell/ Dee Bradley Baker/ Grey Griffin/ Josh McDermitt/ Kari Wahlgren/ Judy Alice Lee/ Ali Mawji,미국/폴란드,2021-09-03,2021.0,TV-Y,1 Season,Kids' TV
s113,영화,Worth,Sara Colangelo,Michael Keaton/ Stanley Tucci/ Amy Ryan/ Shunori Ramanathan/ Ato Blankson-Wood/ Tate Donovan/ Laura Benanti/ Chris Tardio,,2021-09-03,2021.0,PG-13,119 min,Dramas
s114,영화,Afterlife of the Party,Stephen Herek,Victoria Justice/ Midori Francis/ Robyn Scott/ Adam Garcia/ Timothy Renouf/ Gloria Garcia/ Myfanwy Waring/ Spencer Sutherland,,2021-09-02,2021.0,TV-PG,110 min,Comedies/ Romantic Movies
s115,영화,Anjaam,Rahul Rawail,Madhuri Dixit/ Shah Rukh Khan/ Tinnu Anand/ Johny Lever/ Kalpana Iyer/ Himani Shivpuri/ Sudha Chandran/ Beena/ Kiran Kumar,인도,2021-09-02,1994.0,TV-14,143 min,Dramas/ International Movies/ Thrillers
s116,영화,Bright Star,Jane Campion,Abbie Cornish/ Ben Whishaw/ Paul Schneider/ Kerry Fox/ Edie Martin/ Thomas Brodie-Sangster/ Claudie Blakley/ Gerard Monaco/ Antonia Campbell-Hughes/ Samuel Roukin,영국/호주/프랑스,2021-09-02,2009.0,PG,119 min,Dramas/ Romantic Movies
s117,영화,Dhanak,Nagesh Kukunoor,Krrish Chhabria/ Hetal Gada/ Vipin Sharma/ Gulfam Khan/ Suresh Menon/ Vijay Maurya/ Rajiv Lakshman/ Ninad Kamat,인도,2021-09-02,2015.0,TV-PG,114 min,Comedies/ Dramas/ Independent Movies
s118,영화,Final Account,Luke Holland,,영국/미국,2021-09-02,2021.0,PG-13,94 min,Documentaries
s119,영화,Gurgaon,Shanker Raman,Akshay Oberoi/ Pankaj Tripathi/ Ragini Khanna/ Aamir Bashir/ Shalini Vatsa/ Ashish Verma,인도,2021-09-02,2017.0,TV-14,106 min,Dramas/ International Movies/ Thrillers
s120,영화,Here and There,JP Habac,Janine Gutierrez/ JC Santos/ Victor Anastacio/ Yesh Burce/ Lotlot De Leon,,2021-09-02,2020.0,TV-MA,99 min,Dramas/ International Movies/ Romantic Movies
s121,TV쇼,Heroes of Goo Jit Zu,,Jon Allen/ Kellen Goff/ Joe Hernandez/ Kaiji Tang,호주,2021-09-02,2021.0,TV-Y7,1 Season,Kids' TV/ TV Comedies
s122,TV쇼,Hotel Del Luna,,Lee Ji-eun/ Yeo Jin-goo/ Shin Jung-geun/ Seo Yi-sook/ Bae Hae-sun/ Pyo Ji-hoon/ Cho Hyun-chul/ Kang Hong-suk/ Lee Do-hyun/ Lee Tae-seon/ Kang Mina/ Park You-na/ Oh Ji-ho,,2021-09-02,2019.0,TV-14,1 Season,International TV Shows/ Romantic TV Shows/ TV Comedies
s123,영화,In the Cut,Jane Campion,Meg Ryan/ Mark Ruffalo/ Jennifer Jason Leigh/ Nick Damici/ Sharrieff Pugh/ Kevin Bacon/ Yaani King Mondschein/ Heather Litteer,영국/호주/프랑스/미국,2021-09-02,2003.0,R,118 min,Thrillers
s124,TV쇼,Luv Kushh,,,,2021-09-02,2012.0,TV-Y7,1 Season,Kids' TV
s125,TV쇼,Pororo - The Little Penguin,,,대한민국,2021-09-02,2013.0,TV-Y7,3 Seasons,Kids' TV/ Korean TV Shows
s126,TV쇼,Q-Force,,Sean Hayes/ Wanda Sykes/ Laurie Metcalf/ David Harbour/ Gary Cole/ Patti Harrison/ Matt Rogers,미국,2021-09-02,2021.0,TV-MA,1 Season,Crime TV Shows/ TV Action & Adventure/ TV Comedies
s127,영화,Shikara,Vidhu Vinod Chopra,Aadil Khan/ Sadia Khateeb/ Zain Khan Durrani/ Priyanshu Chatterjee/ Bhavna Chauhan/ Ashwin Dhar/ Farid Azad Khan/ Saghar Sehrai,인도,2021-09-02,2020.0,TV-14,115 min,Dramas/ International Movies/ Romantic Movies
s128,영화,A Cinderella Story,Mark Rosman,Hilary Duff/ Chad Michael Murray/ Jennifer Coolidge/ Dan Byrd/ Regina King/ Julie Gonzalo/ Lin Shaye/ Madeline Zima/ Andrea Avery/ Mary Pat Gleason/ Paul Rodriguez/ Whip Hubley/ Kevin Kilner/ Erica Hubbard/ Simon Helberg,미국/캐나다,2021-09-01,2004.0,PG,95 min,Children & Family Movies/ Comedies
s129,영화,Agatha Christie's Crooked House,Gilles Paquet-Brenner,Glenn Close/ Terence Stamp/ Max Irons/ Gillian Anderson/ Christina Hendricks/ Stefanie Martini/ Julian Sands/ Honor Kneafsey/ Christian McKay/ Amanda Abbington,,2021-09-01,2017.0,PG-13,115 min,Dramas/ International Movies/ Thrillers
s130,영화,An Unfinished Life,Lasse Hallström,Robert Redford/ Jennifer Lopez/ Morgan Freeman/ Josh Lucas/ Damian Lewis/ Camryn Manheim/ Becca Gardner/ Lynda Boyd/ Rob Hayter/ P. Lynn Johnson,독일/미국,2021-09-01,2005.0,PG-13,108 min,Dramas
s131,영화,Barbie Big City Big Dreams,Scott Pleydell-Pearce,America Young/ Amber May/ Giselle Fernandez/ Alejandro Saab/ Dinora Walcott,,2021-09-01,2021.0,TV-Y,63 min,Children & Family Movies/ Music & Musicals
s132,영화,Blade Runner: The Final Cut,Ridley Scott,Harrison Ford/ Rutger Hauer/ Sean Young/ Edward James Olmos/ M. Emmet Walsh/ Daryl Hannah/ William Sanderson/ Brion James/ Joe Turkel/ Joanna Cassidy/ James Hong/ Morgan Paull,미국,2021-09-01,1982.0,R,117 min,Action & Adventure/ Classic Movies/ Cult Movies
s133,TV쇼,Brave Animated Series,,Tseng Yun-fan/ Kao Yun-shuo/ Chiang Ching-yen/ Meng Ching-fu/ Huang Bai-wei/ Ma Kuo-yao/ Chen Yen-chun/ Sun Ke-fang/ Kai Yang-niu/ Chen Yu-wen/ Nick Liao/ Lin Kai-ling/ Mickey Huang/ Liu Kuan-ting/ Jiang Du-hui,,2021-09-01,2021.0,TV-MA,1 Season,International TV Shows/ TV Action & Adventure/ TV Comedies
s134,영화,Chappie,Neill Blomkamp,Sharlto Copley/ Hugh Jackman/ Sigourney Weaver/ Dev Patel/ Ninja/ Yo-Landi Visser/ Jose Pablo Cantillo/ Brandon Auret/ Johnny Selema/ Maurice Carpede,남아프리카공화국/미국,2021-09-01,2015.0,R,121 min,Action & Adventure/ Sci-Fi & Fantasy
s135,영화,Clear and Present Danger,Phillip Noyce,Harrison Ford/ Willem Dafoe/ Anne Archer/ Joaquim de Almeida/ Henry Czerny/ Harris Yulin/ Donald Moffat/ Miguel Sandoval/ Benjamin Bratt/ Dean Jones/ Thora Birch/ James Earl Jones/ Raymond Cruz,미국/멕시코,2021-09-01,1994.0,PG-13,142 min,Action & Adventure/ Dramas
s136,영화,Cliffhanger,Renny Harlin,Sylvester Stallone/ John Lithgow/ Michael Rooker/ Janine Turner/ Rex Linn/ Caroline Goodall/ Leon/ Craig Fairbrass/ Ralph Waite/ Max Perlich/ Paul Winfield,미국/이탈리아/프랑스/일본,2021-09-01,1993.0,R,113 min,Action & Adventure
s137,영화,Cold Mountain,Anthony Minghella,Jude Law/ Nicole Kidman/ Renée Zellweger/ Eileen Atkins/ Brendan Gleeson/ Philip Seymour Hoffman/ Natalie Portman/ Giovanni Ribisi/ Donald Sutherland/ Ray Winstone,미국/이탈리아/우루과이/영국,2021-09-01,2003.0,R,154 min,Dramas/ Romantic Movies
s138,영화,Crocodile Dundee in Los Angeles,Simon Wincer,Paul Hogan/ Linda Kozlowski/ Jere Burns/ Jonathan Banks/ Aida Turturro/ Alec Wilson/ Gerry Skilton/ Steve Rackman/ Serge Cockburn/ Paul Rodriguez/ Mark Adair-Rios/ Tiriel Mora/ Grant Piro/ Mike Tyson,호주/미국,2021-09-01,2001.0,PG,95 min,Action & Adventure/ Comedies
s139,영화,Dear John,Lasse Hallström,Channing Tatum/ Amanda Seyfried/ Richard Jenkins/ Henry Thomas/ D.J. Cotrona/ Cullen Moss/ Gavin McCulley/ Jose Lucena Jr./ Keith Robinson/ Scott Porter,미국,2021-09-01,2010.0,PG-13,108 min,Dramas/ Romantic Movies
s140,영화,Do the Right Thing,Spike Lee,Danny Aiello/ Ossie Davis/ Ruby Dee/ Richard Edson/ Giancarlo Esposito/ Spike Lee/ Bill Nunn/ John Turturro/ Paul Benjamin/ Frankie Faison/ Samuel L. Jackson/ Rosie Perez/ Martin Lawrence/ Miguel Sandoval,미국,2021-09-01,1989.0,R,120 min,Classic Movies/ Comedies/ Dramas
s141,영화,El patrón/ radiografía de un crimen,Sebastián Schindel,Joaquín Furriel/ Luis Ziembrowski/ Guillermo Pfening/ Mónica Lairana/ Germán de Silva/ Victoria Raposo/ Andrea Garrote,아르헨티나/방글라데시,2021-09-01,2014.0,TV-MA,100 min,Dramas/ International Movies/ Thrillers
s142,영화,Extraction,Steven C. Miller,Bruce Willis/ Kellan Lutz/ Gina Carano/ D.B. Sweeney/ Joshua Mikel/ Steve Coulter/ Dan Bilzerian/ Heather Johansen,미국/영국/캐나다,2021-09-01,2015.0,R,82 min,Action & Adventure
s143,영화,Freedom Writers,Richard LaGravenese,Hilary Swank/ Patrick Dempsey/ Scott Glenn/ Imelda Staunton/ April L. Hernandez/ Mario/ Kristin Herrera/ Jaclyn Ngan/ Sergio Montalvo/ Jason Finn/ Deance Wyatt/ Vanetta Smith,독일/미국,2021-09-01,2007.0,PG-13,124 min,Dramas
s144,영화,Green Lantern,Martin Campbell,Ryan Reynolds/ Blake Lively/ Peter Sarsgaard/ Mark Strong/ Tim Robbins/ Jay O. Sanders/ Taika Waititi/ Angela Bassett,미국,2021-09-01,2011.0,PG-13,114 min,Action & Adventure/ Sci-Fi & Fantasy
s145,영화,House Party,Reginald Hudlin,Christopher Reid/ Christopher Martin/ Robin Harris/ Tisha Campbell/ A.J. Johnson/ Martin Lawrence/ Paul Anthony/ Bowlegged Lou/ B-Fine/ Edith Fields/ Kelly Jo Minter/ Clifton Powell/ Verda Bridges,미국,2021-09-01,1990.0,R,104 min,Comedies/ Cult Movies
s146,영화,House Party 2,George Jackson/ Doug McHenry,Christopher Reid/ Christopher Martin/ Martin Lawrence/ Bowlegged Lou/ Paul Anthony/ B-Fine/ Tisha Campbell/ Kamron/ Iman/ Queen Latifah,미국,2021-09-01,1991.0,R,94 min,Comedies/ Cult Movies/ Music & Musicals
s147,영화,House Party 3,Eric Meza,Christopher Reid/ Christopher Martin/ Tisha Campbell/ David Edwards/ Angela Means/ Ketty Lester/ Bernie Mac/ Michael Colyar/ Chris Tucker/ Khandi Alexander,미국,2021-09-01,1994.0,R,94 min,Comedies/ Music & Musicals
s148,TV쇼,How to Be a Cowboy,,,,2021-09-01,2021.0,TV-PG,1 Season,Reality TV
s149,TV쇼,HQ Barbers,Gerhard Mostert,Hakeem Kae-Kazim/ Chioma Omeruah/ Orukotan Adejola/ Flora Chiedo/ Emeka Nwagbaraocha/ Anthony Oseyemi/ Oluwabukola Thomas/ Soibifaa Dokubo,,2021-09-01,2020.0,TV-14,1 Season,TV Shows
s150,영화,I Got the Hook Up,Michael Martin,Master P/ Anthony Johnson/ Gretchen Palmer/ Frantz Turner/ Richard Keats/ Joe Estevez/ William Knight/ Anthony Boswell/ Tommy 'Tiny' Lister/ Helen Martin/ John Witherspoon/ Mia X,미국,2021-09-01,1998.0,R,93 min,Action & Adventure/ Comedies
s151,영화,In Too Deep,Michael Rymer,Omar Epps/ LL Cool J/ Nia Long/ Stanley Tucci/ Pam Grier/ Hill Harper/ Jake Weber/ David Patrick Kelly/ Veronica Webb/ Ron Canada/ Robert LaSardo/ Gano Grills/ Ivonne Coll/ Don Harvey/ Mya/ Nasir 'Nas' Jones/ Jermaine Dupri,미국,2021-09-01,1999.0,R,97 min,Thrillers
s152,영화,Initial D,Andrew Lau Wai-keung/ Alan Mak,Jay Chou/ Anne Suzuki/ Edison Chen/ Anthony Wong Chau-sang/ Shawn Yue/ Chapman To/ Jordan Chan/ Kenny Bee,중국/홍콩,2021-09-01,2005.0,TV-14,109 min,Action & Adventure/ International Movies
s153,영화,Janoskians: Untold and Untrue,Brett Weiner,Jai Brooks/ Luke Brooks/ James Yammouni/ Daniel Sahyounie/ Beau Brooks,미국,2021-09-01,2016.0,TV-MA,88 min,Comedies
s154,TV쇼,Kid-E-Cats,,Lori Gardner/ Kate Bristol/ Billy Bob Thompson/ Marc Thompson/ Erica Schroeder,러시아,2021-09-01,2016.0,TV-Y,2 Seasons,Kids' TV
s155,TV쇼,Kuroko's Basketball,,Kensho Ono/ Yuki Ono/ Chiwa Saito/ Yoshimasa Hosoya/ Hirofumi Nojima/ Kenji Hamada/ Takuya Eguchi/ Soichiro Hoshi/ Tatsuhisa Suzuki/ Go Inoue/ Daisuke Ono/ Ryohei Kimura/ Junichi Suwabe/ Kazuya Nakai/ Fumiko Orikasa/ Kenichi Suzumura/ Kisho Taniyama/ Hiroshi Kamiya,일본,2021-09-01,2015.0,TV-MA,3 Seasons,Anime Series/ International TV Shows/ Teen TV Shows
s156,영화,Labyrinth,Jim Henson,David Bowie/ Jennifer Connelly/ Frank Oz/ Kevin Clash/ Anthony Asbury/ Dave Goelz/ Brian Henson/ Ron Mueck/ Karen Prell/ Shari Weiser,영국/미국,2021-09-01,1986.0,PG,101 min,Action & Adventure/ Children & Family Movies/ Cult Movies
s157,영화,Letters to Juliet,Gary Winick,Amanda Seyfried/ Christopher Egan/ Gael García Bernal/ Vanessa Redgrave/ Franco Nero/ Luisa Ranieri/ Marina Massironi/ Milena Vukotic/ Marcia DeBonis/ Luisa De Santis/ Lidia Biondi/ Giordano Formenti/ Chris Egan,미국,2021-09-01,2010.0,PG,105 min,Comedies/ Dramas/ Romantic Movies
s158,영화,Level 16,Danishka Esterhazy,Katie Douglas/ Celina Martin/ Peter Outerbridge/ Sara Canning/ Alexis Whelan/ Amalia Williamson/ Josette Halpert/ Kiana Madeira,캐나다,2021-09-01,2018.0,TV-14,102 min,Sci-Fi & Fantasy/ Thrillers
s159,영화,Love Don't Cost a Thing,Troy Byer,Nick Cannon/ Christina Milian/ Kenan Thompson/ Kal Penn/ Steve Harvey/ Al Thompson/ Ashley Monique Clark/ Elimu Nelson/ Nichole Robinson/ Melissa Schuman,미국,2021-09-01,2003.0,PG-13,101 min,Comedies/ Romantic Movies
s160,영화,Love in a Puff,Pang Ho-cheung,Miriam Chin Wah Yeung/ Shawn Yue/ Singh Hartihan Bitto/ Isabel Chan/ Cheung Tat-ming/ Matt Chow/ Chui Tien-you/ Queenie Chu/ Charmaine Fong/ Vincent Kok,홍콩,2021-09-01,2010.0,TV-MA,103 min,Comedies/ Dramas/ International Movies
s161,TV쇼,Major Dad,,Gerald McRaney/ Shanna Reed/ Nicole Dubuc/ Chelsea Hertford/ Marisa Ryan/ Matt Mulhern/ Beverly Archer/ Jon Cypher,미국,2021-09-01,1992.0,TV-PG,4 Seasons,TV Comedies
s162,영화,Mars Attacks!,Tim Burton,Jack Nicholson/ Glenn Close/ Annette Bening/ Pierce Brosnan/ Danny DeVito/ Martin Short/ Sarah Jessica Parker/ Michael J. Fox/ Rod Steiger/ Tom Jones/ Lukas Haas/ Natalie Portman,미국,2021-09-01,1996.0,PG-13,106 min,Comedies/ Cult Movies/ Sci-Fi & Fantasy
s163,영화,Marshall,Reginald Hudlin,Chadwick Boseman/ Josh Gad/ Kate Hudson/ Sterling K. Brown/ Dan Stevens/ James Cromwell/ Keesha Sharp/ Roger Guenveur Smith/ Derrick Baskin/ Barrett Doss,미국/중국/홍콩,2021-09-01,2017.0,PG-13,118 min,Dramas
s164,영화,My Boss's Daughter,David Zucker,Ashton Kutcher/ Tara Reid/ Jeffrey Tambor/ Andy Richter/ Michael Madsen/ Jon Abrahams/ David Koechner/ Carmen Electra/ Kenan Thompson/ Terence Stamp/ Molly Shannon,미국,2021-09-01,2003.0,R,86 min,Comedies/ Romantic Movies
s165,영화,Mystery Men,Kinka Usher,Ben Stiller/ Hank Azaria/ William H. Macy/ Janeane Garofalo/ Kel Mitchell/ Paul Reubens/ Wes Studi/ Greg Kinnear/ Geoffrey Rush/ Lena Olin/ Eddie Izzard/ Artie Lange/ Pras/ Claire Forlani/ Tom Waits,미국,2021-09-01,1999.0,PG-13,121 min,Action & Adventure/ Comedies
s166,TV쇼,Oldsters,,Patricio Contreras/ Alejandro Goic/ Sergio Hernández/ Mariana Loyola Ruz/ Alejandro Trejo/ Daniel Alcaíno Cuevas/ Nicolás Poblete/ Susana Hidalgo/ Gloria Münchmeyer,,2021-09-01,2019.0,TV-MA,1 Season,Crime TV Shows/ International TV Shows/ Spanish-Language TV Shows
s167,영화,Once Upon a Time in America,Sergio Leone,Robert De Niro/ James Woods/ Elizabeth McGovern/ Treat Williams/ Tuesday Weld/ Burt Young/ Joe Pesci/ Danny Aiello/ William Forsythe/ James Hayden,이탈리아/미국,2021-09-01,1984.0,R,229 min,Classic Movies/ Dramas
s168,영화,Open Season 2,Matthew O'Callaghan/ Todd Wilderman,Joel McHale/ Mike Epps/ Jane Krakowski/ Billy Connolly/ Crispin Glover/ Steve Schirripa/ Georgia Engel/ Diedrich Bader/ Cody Cameron/ Fred Stoller/ Olivia Hack,미국/캐나다,2021-09-01,2008.0,PG,76 min,Children & Family Movies/ Comedies
s169,영화,Osmosis Jones,Bobby Farrelly/ Peter Farrelly,Chris Rock/ Laurence Fishburne/ David Hyde Pierce/ Brandy Norwood/ William Shatner/ Ron Howard/ Kid Rock/ Ben Stein,미국,2021-09-01,2001.0,PG,95 min,Action & Adventure/ Children & Family Movies/ Comedies
s170,영화,Poseidon,Wolfgang Petersen,Josh Lucas/ Kurt Russell/ Jacinda Barrett/ Richard Dreyfuss/ Emmy Rossum/ Mía Maestro/ Mike Vogel/ Kevin Dillon/ Freddy Rodríguez,미국,2021-09-01,2006.0,PG-13,98 min,Action & Adventure/ Dramas
s171,영화,Rhyme & Reason,Peter Spirer,"Too $hort/ B-Real/ Kurtis Blow/ Da Brat/ Grandmaster Caz/ Sean ""P. Diddy"" Combs/ Chuck D./ Desiree Densiti/ Dr. Dre/ E-40/ MC Eiht/ Heavy D/ Lauryn Hill/ Ice-T/ Wyclef Jean/ Ras Kass/ KRS-One/ L.V./ Mack 10/ Craig Mack/ Method Man/ Keith Murray/ Nasir 'Nas' Jones/ The Notorious B.I.G./ Master P/ Q-Tip/ Raekwon/ Redman/ Senen Reyes/ Busta Rhymes/ RZA/ DJ Scratch/ Erick Sermon/ Tupac Shakur/ Adario Strange/ Suave",미국,2021-09-01,1997.0,R,89 min,Documentaries/ Music & Musicals
s172,영화,Same Kind of Different as Me,Michael Carney,Greg Kinnear/ Renée Zellweger/ Djimon Hounsou/ Jon Voight/ Olivia Holt,미국,2021-09-01,2017.0,PG-13,120 min,Dramas/ Faith & Spirituality
s173,영화,School of Rock,Richard Linklater,Jack Black/ Joan Cusack/ Mike White/ Sarah Silverman/ Lee Wilkof/ Kate McGregor-Stewart/ Adam Pascal/ Suzzanne Douglas/ Miranda Cosgrove/ Kevin Alexander Clark/ Joey Gaydos Jr./ Robert Tsai/ Veronica Afflerbach/ Jordan-Claire Green,미국/독일,2021-09-01,2003.0,PG-13,110 min,Comedies/ Music & Musicals
s174,영화,Snervous Tyler Oakley,Amy Rice,Tyler Oakley,미국,2021-09-01,2015.0,PG-13,83 min,Documentaries/ LGBTQ Movies
s175,영화,Tears of the Sun,Antoine Fuqua,Bruce Willis/ Monica Bellucci/ Cole Hauser/ Eamonn Walker/ Johnny Messner/ Nick Chinlund/ Charles Ingram/ Paul Francis/ Chad Smith/ Tom Skerritt/ Malick Bowens/ Awaovieyi Agie,미국,2021-09-01,2003.0,R,121 min,Action & Adventure/ Dramas
s176,영화,The Blue Lagoon,Randal Kleiser,Brooke Shields/ Christopher Atkins/ Leo McKern/ William Daniels/ Elva Josephson/ Glenn Kohan/ Alan Hopgood/ Gus Mercurio,미국,2021-09-01,1980.0,R,105 min,Dramas/ Romantic Movies
s177,영화,The Golden Child,Michael Ritchie,Eddie Murphy/ J.L. Reate/ Charles Dance/ Charlotte Lewis/ Victor Wong/ Randall Tex Cobb/ James Hong/ Shakti Chen/ Tau Logo/ Tiger Chung Lee,미국,2021-09-01,1986.0,PG-13,94 min,Action & Adventure/ Comedies
s178,영화,The Guns of Navarone,J. Lee Thompson,Gregory Peck/ David Niven/ Anthony Quinn/ Stanley Baker/ Anthony Quayle/ James Darren/ Irene Papas/ Gia Scala/ James Robertson Justice/ Richard Harris,영국/미국,2021-09-01,1961.0,TV-14,156 min,Action & Adventure/ Classic Movies
s179,영화,The Interview,Evan Goldberg/ Seth Rogen,James Franco/ Seth Rogen/ Lizzy Caplan/ Randall Park/ Diana Bang/ Timothy Simons/ Reese Alexander/ James Yi,미국,2021-09-01,2014.0,R,112 min,Action & Adventure/ Comedies
s180,영화,The Nutty Professor,Tom Shadyac,Eddie Murphy/ Jada Pinkett Smith/ James Coburn/ Larry Miller/ Dave Chappelle/ John Ales/ Patricia Wilson/ Jamal Mixon,미국,2021-09-01,1996.0,PG-13,95 min,Comedies/ Romantic Movies
s181,영화,The Nutty Professor II: The Klumps,Peter Segal,Eddie Murphy/ Janet Jackson/ Larry Miller/ John Ales/ Richard Gant/ Anna Maria Horsford/ Melinda McGraw/ Jamal Mixon/ Gabriel Williams/ Chris Elliott,,2021-09-01,2000.0,PG-13,107 min,Comedies/ Romantic Movies
s182,TV쇼,Turning Point: 9/11 and the War on Terror,,,,2021-09-01,2021.0,TV-14,1 Season,Docuseries
s183,영화,Welcome Home Roscoe Jenkins,Malcolm D. Lee,Martin Lawrence/ James Earl Jones/ Joy Bryant/ Margaret Avery/ Mike Epps/ Mo'Nique/ Cedric the Entertainer/ Nicole Ari Parker/ Michael Clarke Duncan/ Louis C.K.,미국,2021-09-01,2008.0,PG-13,114 min,Comedies
s184,영화,In the Line of Fire,Wolfgang Petersen,Clint Eastwood/ John Malkovich/ Rene Russo/ Dylan McDermott/ Gary Cole/ Fred Thompson/ John Mahoney/ Gregory Alan Williams/ Jim Curley/ Sally Hughes,미국,2021-08-31,1993.0,R,129 min,Action & Adventure/ Classic Movies
s185,TV쇼,Sparking Joy,,Marie Kondo,미국,2021-08-31,2021.0,TV-PG,1 Season,Reality TV
